user_id,geo_id,full_name,email,team,role
13869d17-6f7f-4661-8c18-328897cffe67,6220054f-7c0d-4f92-8962-9682f69b589b,Employee_0,employee0@kcrm.com,Finance,Manager
006d688c-3d35-4fc5-84c8-442ef92e5645,9768f287-3f7c-4f3f-9e85-28beb8a815f6,Employee_1,employee1@kcrm.com,CSM,Lead
bd483fed-c15b-4e8a-a499-82d1cba31c46,d3b58f8b-c9b8-449d-afa7-046a5607b449,Employee_2,employee2@kcrm.com,Support,Rep
cab328f4-ceb9-4fe8-b805-655bb4b87750,308a661f-1cae-4c0d-a556-c6757629b1dd,Employee_3,employee3@kcrm.com,CSM,Lead
f4c7d9ed-46b8-4aa1-ae30-20454ded7136,9c5f5fb0-1003-489d-a4f6-75cc1a8ae9c5,Employee_4,employee4@kcrm.com,Support,Lead
faa1bc65-65f8-4723-b452-b335e88043bb,9b32730c-197d-4128-9e8f-a9c485970207,Employee_5,employee5@kcrm.com,Support,Manager
2baa3de8-18e2-47bb-979d-fd44f37b4845,f556ace5-b699-4fcf-a271-5d9f7351ad1f,Employee_6,employee6@kcrm.com,Finance,Lead
6caa08bb-3055-4d02-9eea-ce0074ef6655,92281d5b-28df-4ff1-9663-dc6f0896606d,Employee_7,employee7@kcrm.com,Sales,Rep
5f75860c-6655-4251-bffc-692d9e85188a,81f8b9ca-8346-463f-b3ae-e601e1966c97,Employee_8,employee8@kcrm.com,Support,Manager
69fd7e1c-3f86-4a43-adef-f1167cd6d892,c6bfca28-c2e2-4268-ac7f-2f888a5c6401,Employee_9,employee9@kcrm.com,Support,Manager
19343e8c-8ebe-44b6-91bc-159346476a7e,c133e573-2208-4233-91cd-3d742dfb8915,Employee_10,employee10@kcrm.com,Sales,Lead
cedc8cc2-8d8b-4b8c-bedc-3e8b3e8de68e,2069ac2f-8681-4d9d-8ff6-3fc8888d98ef,Employee_11,employee11@kcrm.com,Sales,Lead
4a0e8d77-5411-4a6c-bef3-0bb64c9823ec,7f3e7563-8c1f-4547-a711-9cec2caa5a90,Employee_12,employee12@kcrm.com,Sales,Lead
b095bb8a-8a0c-417b-9c40-b84ec6241fff,7b9cb9ef-0cd8-4b2b-83e0-3913fd70820d,Employee_13,employee13@kcrm.com,Support,Rep
babe6c33-a5a4-4fde-a29b-cd718681e22d,b0b30ba9-1373-4d34-b2e3-4950984f2c16,Employee_14,employee14@kcrm.com,Sales,Lead
5312006c-a73a-4a5f-872e-096074a7a820,6465de2a-d171-47cf-8c70-c744338b243d,Employee_15,employee15@kcrm.com,Support,Rep
849add68-c93d-4577-9fe5-d6aed2c20e2b,b9d9e952-3729-466a-99e4-8cb64954f439,Employee_16,employee16@kcrm.com,Support,Lead
6284e8e8-8c4a-45dc-8625-40a34f2fe831,7f3e7563-8c1f-4547-a711-9cec2caa5a90,Employee_17,employee17@kcrm.com,Support,Lead
e57eb905-8201-4299-a163-dfa7a5bbf4f0,23b7c8fc-6b85-4bf8-9e48-748d5f296586,Employee_18,employee18@kcrm.com,Sales,Manager
dff85a49-652f-470a-9479-a3a0d6c02da7,23b7c8fc-6b85-4bf8-9e48-748d5f296586,Employee_19,employee19@kcrm.com,Support,Manager
8bdd62aa-e6f1-4c09-b601-059f651bf5bc,e64f2851-29a8-4c7e-83c0-58a984a05efd,Employee_20,employee20@kcrm.com,Finance,Rep
f3d5bda3-b45c-4b89-a7c8-5e714fc71eec,9b32730c-197d-4128-9e8f-a9c485970207,Employee_21,employee21@kcrm.com,Support,Lead
220654a3-4dc7-4a8a-8d38-7e89e8136fac,5050f307-f787-4047-8d37-2cedc48c3557,Employee_22,employee22@kcrm.com,Sales,Rep
fd818f55-261b-4fe1-8d1b-98c97bff11db,ce373f7b-ea9d-41e8-85b7-a385636a93e7,Employee_23,employee23@kcrm.com,Sales,Manager
c6cc5f63-3409-44b6-90f7-9c0acf338e1d,d3b58f8b-c9b8-449d-afa7-046a5607b449,Employee_24,employee24@kcrm.com,Support,Manager
2831180e-e0fd-4763-ac18-5ca31e7c6797,96cee407-b3be-4f54-a08b-c4cf5f5f46ba,Employee_25,employee25@kcrm.com,Support,Manager
271ed9cd-ce59-44d1-b6d4-996c230037bd,b0b30ba9-1373-4d34-b2e3-4950984f2c16,Employee_26,employee26@kcrm.com,Support,Manager
63cc35be-9f87-4dd8-8601-e54f70f90e67,6465de2a-d171-47cf-8c70-c744338b243d,Employee_27,employee27@kcrm.com,Finance,Rep
0aa1fbb9-64a3-46a6-a38a-b7372ecdd1d3,308a661f-1cae-4c0d-a556-c6757629b1dd,Employee_28,employee28@kcrm.com,Sales,Lead
73a89a20-07fc-4f63-a37c-48322f0413ca,07a8c1b6-edd7-42ea-8ee5-59501a0ec2fe,Employee_29,employee29@kcrm.com,Finance,Rep
4c3e7b09-fb30-45ad-a2f6-f5fbd078bf84,986cb746-08a3-4f11-a5bd-6ffb7c73a883,Employee_30,employee30@kcrm.com,Sales,Lead
8d3e029d-3a59-435b-b55e-3e3ae8348ad2,eab23103-61b8-42e6-b8e4-27bdae31cde6,Employee_31,employee31@kcrm.com,CSM,Manager
0b786103-9aa3-47c0-a4c0-22317ac0b60d,c133e573-2208-4233-91cd-3d742dfb8915,Employee_32,employee32@kcrm.com,Sales,Rep
3377f06c-3f31-4279-8ae4-fc91b1ae11dc,81f8b9ca-8346-463f-b3ae-e601e1966c97,Employee_33,employee33@kcrm.com,Support,Lead
16166be1-660b-4eb0-93c9-24e9d848d394,a58288c3-b609-4d9e-976f-0788fc350808,Employee_34,employee34@kcrm.com,Sales,Lead
80fd95c4-dcc9-4289-9f87-977683309a5e,713b4916-11b7-44e2-adb2-6f39959206ae,Employee_35,employee35@kcrm.com,Sales,Manager
bfc603e6-d92a-4340-a7b2-1eed089cb136,a17c8e52-56cb-417f-9033-d0526bc2a589,Employee_36,employee36@kcrm.com,CSM,Lead
4b10ea23-43dc-4b83-b922-9de11a167b03,7f3e7563-8c1f-4547-a711-9cec2caa5a90,Employee_37,employee37@kcrm.com,CSM,Lead
1b94b1ab-6a4d-4a4a-a57d-1efbb894b0b6,308a661f-1cae-4c0d-a556-c6757629b1dd,Employee_38,employee38@kcrm.com,Finance,Rep
edd301e7-aa66-4be7-bc11-84c826c846bf,0b6d7c05-babf-4a3f-8a30-ace0df963ca7,Employee_39,employee39@kcrm.com,Finance,Manager
64f247af-11b4-4f0c-8787-ee81b3e70c19,408d6888-5f5c-4dd1-8d5e-e6145ccf5268,Employee_40,employee40@kcrm.com,Support,Manager
b082cb1c-d8fd-4b8c-b32d-0ec4bc9c61f4,1f7e1f9d-eb7d-4349-a15b-2bb72ccbbb1f,Employee_41,employee41@kcrm.com,Finance,Lead
84fa53c1-ef78-4089-87e8-35595528f483,0b6d7c05-babf-4a3f-8a30-ace0df963ca7,Employee_42,employee42@kcrm.com,Finance,Lead
a7cec896-5864-4322-9d9a-954fff25eb13,c133e573-2208-4233-91cd-3d742dfb8915,Employee_43,employee43@kcrm.com,CSM,Manager
f3c2b9fd-54a9-44a4-bec2-9a59eeeae4ad,923fe915-37eb-4281-ba65-655838745c18,Employee_44,employee44@kcrm.com,Support,Manager
d0941867-483a-44d7-af7c-e9a0cb4a5a6f,c6bfca28-c2e2-4268-ac7f-2f888a5c6401,Employee_45,employee45@kcrm.com,Support,Manager
29576c27-e805-430e-b305-5596975ec3af,c6bfca28-c2e2-4268-ac7f-2f888a5c6401,Employee_46,employee46@kcrm.com,Finance,Lead
45b2df2c-7979-44bf-9686-2e5640f62e8d,ca6a3dd3-f966-452a-80ca-0cc1486d9554,Employee_47,employee47@kcrm.com,Support,Lead
101a6464-54b7-4ae7-adc9-23d338ce4891,cd925617-c58a-49c7-83d5-41cb7915836a,Employee_48,employee48@kcrm.com,Support,Manager
3a8cb563-c548-4da1-827e-6b542085bfd0,a17c8e52-56cb-417f-9033-d0526bc2a589,Employee_49,employee49@kcrm.com,CSM,Manager
463c1396-1103-4169-bedf-cc15976d1ee9,7b9cb9ef-0cd8-4b2b-83e0-3913fd70820d,Employee_50,employee50@kcrm.com,Finance,Lead
de3897c4-d1be-4364-aec6-8eabaa2023c7,fd4f23c6-0e0b-4a1c-9527-77e78c0278ef,Employee_51,employee51@kcrm.com,Support,Lead
cf78060e-0b5a-485e-b1bd-90ccc7d2d9a0,d3b58f8b-c9b8-449d-afa7-046a5607b449,Employee_52,employee52@kcrm.com,Finance,Lead
c1afc922-3bcb-45f9-b49a-d26d3d047c91,c133e573-2208-4233-91cd-3d742dfb8915,Employee_53,employee53@kcrm.com,Finance,Rep
87c5bb3a-e877-422e-b5d2-06b95d0df0db,f556ace5-b699-4fcf-a271-5d9f7351ad1f,Employee_54,employee54@kcrm.com,Support,Manager
603da7ab-a970-4148-afb7-4cb635090219,81f8b9ca-8346-463f-b3ae-e601e1966c97,Employee_55,employee55@kcrm.com,Sales,Rep
d014bf6f-0ce0-4993-aa6b-8d083a1efccc,f8e719a4-7253-49a7-b6b4-80ac6afd68e7,Employee_56,employee56@kcrm.com,Support,Rep
89356d89-2df2-4b4d-b517-82a97f94dffc,b1157b1e-d7ac-4a4f-8854-41f6d481c09b,Employee_57,employee57@kcrm.com,Sales,Lead
ce8955b3-785d-49de-a12b-ef28d3f667a7,7f3e7563-8c1f-4547-a711-9cec2caa5a90,Employee_58,employee58@kcrm.com,CSM,Manager
15027049-2304-477f-bec7-6c86eaa0cf6d,f8e719a4-7253-49a7-b6b4-80ac6afd68e7,Employee_59,employee59@kcrm.com,Finance,Lead
7d36d1eb-81cc-458b-8675-e981173078eb,d3b58f8b-c9b8-449d-afa7-046a5607b449,Employee_60,employee60@kcrm.com,Sales,Lead
d83b9faa-27cb-463c-a891-52c5bbb756bd,9768f287-3f7c-4f3f-9e85-28beb8a815f6,Employee_61,employee61@kcrm.com,Finance,Lead
f2d72338-4ce1-475d-90b9-67154706222c,6465de2a-d171-47cf-8c70-c744338b243d,Employee_62,employee62@kcrm.com,CSM,Lead
a63ec974-fcdc-4843-9e12-e14dc59a4185,ca6a3dd3-f966-452a-80ca-0cc1486d9554,Employee_63,employee63@kcrm.com,CSM,Manager
e8f74b90-cf0a-449b-a816-a4c391b1000e,ce373f7b-ea9d-41e8-85b7-a385636a93e7,Employee_64,employee64@kcrm.com,Sales,Manager
9aca126b-2958-4339-9584-83355e99b29f,1f7e1f9d-eb7d-4349-a15b-2bb72ccbbb1f,Employee_65,employee65@kcrm.com,CSM,Lead
55cdcc86-64aa-4a94-bd18-5c8973cf2228,382a30ba-7fca-4b36-b4f8-14feb2a55572,Employee_66,employee66@kcrm.com,Finance,Rep
2a1152a8-07d8-4243-bf69-208ceaba8de6,7f3e7563-8c1f-4547-a711-9cec2caa5a90,Employee_67,employee67@kcrm.com,CSM,Lead
